EstadoDesc_x,number,AnoMes,Estado,EstadoDesc_y,Precipitacao,TempMaxima,TempMinima,UmidadeRelativa
Amazonas,12.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,74.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,202.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,3.852,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,3.057,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,952.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,676.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,293.0,2014-01,AM,Amazonas,6.774193548387097,33.28211382113821,23.452032520325204,84.00887573964496
Amazonas,35.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,107.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,46.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,24.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,10.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,33.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,356.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,4.564,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,5.882,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,2.494,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,1.054,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,565.0,2015-01,AM,Amazonas,7.951798561151079,33.14253731343284,23.78611111111111,84.96986301369863
Amazonas,770.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,275.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,140.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,22.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,30.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,90.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,1.137,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,3.611,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,3.119,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,2.105,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,591.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,133.0,2016-01,AM,Amazonas,4.529906542056074,34.19450549450549,24.374766355140185,79.9377049180328
Amazonas,65.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,52.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,45.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,20.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,40.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,119.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,1.975,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,6.316,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,4.033,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,1.581,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Amazonas,552.0,2017-01,AM,Amazonas,7.718439716312057,32.49290780141844,22.080851063829787,87.24202127659575
Bahia,179.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,200.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,404.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,396.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,326.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,385.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,906.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,1.835,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,7.495,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,4.607,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,168.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,477.0,2012-01,BA,Bahia,1.1615526802218115,32.04291338582677,19.66543438077634,65.61182001343184
Bahia,125.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,231.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,363.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,108.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,141.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,208.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,362.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,610.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,2.681,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,1.969,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,288.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,131.0,2013-01,BA,Bahia,2.8276595744680852,32.43023255813954,20.796252465483235,69.62225372076541
Bahia,132.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,107.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,148.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,183.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,224.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,243.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,249.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,674.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,2.604,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,2.763,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,348.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,144.0,2014-01,BA,Bahia,0.9314065510597302,32.32529550827423,20.31321961620469,63.72193690388848
Bahia,256.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,143.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,229.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,190.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,144.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,242.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,306.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
Bahia,829.0,2015-01,BA,Bahia,2.1593886462882095,31.997839506172838,20.064759725400457,65.70428696412948
